CryoSleep,VIP,Transported,TotalSpent,Earth,Europa,Mars,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,P,S
0,0,0,702,1,0,0,0,0,1,1,0
0,0,0,1412,0,0,1,0,0,1,0,1
0,0,0,1116,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1955,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,3962,1,0,0,1,0,0,1,0
0,0,0,2136,1,0,0,0,0,1,1,0
0,0,0,10022,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,238,1,0,0,0,0,1,1,0
0,0,1,35,1,0,0,0,0,1,1,0
0,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,587,1,0,0,0,0,1,1,0
0,0,0,959,1,0,0,0,0,1,1,0
0,0,0,803,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,113,1,0,0,0,0,1,0,1
0,0,1,594,1,0,0,1,0,0,0,1
0,0,1,526,1,0,0,0,1,0,0,1
0,0,1,147,0,1,0,0,0,1,0,1
0,0,1,3,0,1,0,1,0,0,0,1
0,0,1,292,1,0,0,0,0,1,0,1
0,0,1,293,1,0,0,0,0,1,0,1
0,0,1,1435,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1921,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,758,0,0,1,0,1,0,1,0
0,0,0,1203,0,0,1,0,0,1,1,0
0,0,0,295,1,0,0,0,0,1,1,0
0,0,0,1544,1,0,0,0,0,1,1,0
0,0,0,301,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,455,1,0,0,0,0,1,0,1
0,0,1,0,0,1,0,0,0,1,1,0
0,0,1,2879,0,1,0,0,0,1,0,1
0,0,0,2426,0,0,1,0,0,1,0,1
0,0,1,1364,0,0,1,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,863,1,0,0,0,0,1,0,1
0,0,0,1361,0,0,1,0,1,0,1,0
0,0,1,115,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,791,1,0,0,0,0,1,1,0
0,0,1,139,1,0,0,0,0,1,0,1
0,0,1,758,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,890,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,606,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,1,0,1,0
0,0,0,553,1,0,0,1,0,0,1,0
0,0,0,6666,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,1
0,0,0,1843,0,0,1,0,0,1,1,0
0,0,0,560,1,0,0,0,1,0,1,0
0,0,0,239,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,392,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,1,1,593,1,0,0,1,0,0,1,0
0,0,1,866,0,0,1,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,94,1,0,0,0,0,1,1,0
0,0,1,531,0,1,0,0,0,1,1,0
0,0,0,2789,1,0,0,0,0,1,1,0
0,0,0,733,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,1,0,142,0,0,1,0,0,1,1,0
0,0,1,1170,1,0,0,0,0,1,0,1
0,0,1,640,1,0,0,0,1,0,0,1
0,0,1,299,0,0,1,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,11,1,0,0,0,0,1,0,1
0,0,0,959,1,0,0,0,0,1,1,0
0,1,0,1014,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,709,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,703,1,0,0,0,0,1,1,0
0,0,0,851,1,0,0,0,0,1,1,0
0,0,1,924,1,0,0,0,0,1,0,1
0,0,1,925,1,0,0,0,0,1,1,0
1,0,1,893,1,0,0,0,0,1,0,1
0,0,0,375,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,391,1,0,0,0,0,1,1,0
0,0,0,809,1,0,0,0,0,1,1,0
0,0,0,838,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,683,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1756,0,0,1,0,0,1,0,1
0,0,0,809,0,0,1,0,0,1,1,0
0,1,0,4759,0,1,0,0,1,0,1,0
1,0,0,0,0,0,1,0,0,1,0,1
0,0,0,213,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,2797,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,170,0,0,1,0,0,1,1,0
0,0,0,131,1,0,0,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,174,0,1,0,0,0,1,0,1
0,0,0,228,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,1,0,1,0
0,0,0,5520,1,0,0,0,0,1,0,1
0,0,0,1143,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,0,877,1,0,0,0,0,1,1,0
0,0,0,867,1,0,0,1,0,0,1,0
1,0,0,1176,0,0,1,0,0,1,1,0
0,0,0,3415,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,0,1
0,0,0,406,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,0,1
1,0,0,709,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,603,1,0,0,0,0,1,0,1
0,0,0,802,1,0,0,0,1,0,1,0
0,0,1,11,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,2493,1,0,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,87,1,0,0,0,1,0,0,1
0,0,0,12240,0,1,0,1,0,0,1,0
0,0,0,646,1,0,0,0,0,1,0,1
0,0,0,882,1,0,0,0,0,1,1,0
0,0,1,982,0,0,1,0,0,1,1,0
0,0,0,757,1,0,0,0,0,1,0,1
0,0,1,468,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,1,1,1043,0,1,0,0,0,1,1,0
0,0,0,1896,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,50,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,512,1,0,0,0,0,1,0,1
0,0,0,1654,0,1,0,0,0,1,1,0
0,0,0,204,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,1,0,4723,0,0,1,0,0,1,1,0
0,0,1,502,1,0,0,0,1,0,1,0
0,0,0,909,1,0,0,0,0,1,0,1
0,0,0,359,1,0,0,0,1,0,1,0
0,0,1,978,0,1,0,1,0,0,0,1
0,0,0,280,1,0,0,0,0,1,0,1
0,0,0,4683,0,1,0,1,0,0,1,0
1,0,0,0,0,0,1,0,0,1,1,0
0,0,0,45,1,0,0,1,0,0,0,1
0,0,0,505,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,189,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1289,0,0,1,0,0,1,0,1
0,0,1,0,0,0,1,1,0,0,0,1
0,0,1,27,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,0,1
0,0,1,0,1,0,0,0,1,0,1,0
0,0,1,8,1,0,0,0,0,1,1,0
0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,526,1,0,0,0,1,0,0,1
0,0,1,6,1,0,0,0,0,1,1,0
0,0,0,391,1,0,0,0,0,1,1,0
0,0,0,1697,0,1,0,1,0,0,1,0
0,0,0,264,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,2143,0,0,1,0,0,1,1,0
0,0,0,1410,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1228,0,0,1,0,0,1,0,1
0,0,0,11786,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,2786,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,737,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,1410,0,1,0,0,0,1,1,0
0,0,0,301,1,0,0,1,0,0,1,0
0,0,0,261,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,0,0,1,0,1,0,1,0
0,0,0,588,1,0,0,1,0,0,1,0
1,1,1,0,0,0,1,0,0,1,1,0
0,0,0,540,1,0,0,0,0,1,0,1
0,0,0,774,1,0,0,0,0,1,1,0
0,0,1,19,0,1,0,0,0,1,0,1
0,1,1,23,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1716,0,0,1,0,0,1,1,0
0,0,0,1814,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,86,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,524,1,0,0,0,1,0,1,0
0,0,1,902,0,0,1,0,0,1,1,0
0,0,0,402,1,0,0,0,1,0,1,0
0,0,0,2401,0,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,318,1,0,0,0,0,1,1,0
0,0,0,6261,0,1,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,2225,0,0,1,0,0,1,1,0
0,0,0,598,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,1,0,133,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,1,148,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1099,1,0,0,0,0,1,1,0
0,0,0,1068,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1028,0,1,0,0,0,1,1,0
0,0,0,586,0,0,1,0,0,1,1,0
0,0,0,1988,0,0,1,0,1,0,0,1
0,0,1,244,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,88,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,1,0,901,0,0,1,0,0,1,1,0
0,0,0,1293,0,0,1,0,0,1,0,1
0,0,0,467,1,0,0,0,0,1,0,1
0,0,1,50,1,0,0,0,1,0,0,1
0,0,0,18,1,0,0,0,0,1,0,1
0,0,1,357,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,526,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1088,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,6232,0,1,0,0,0,1,0,1
0,0,0,947,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,898,1,0,0,0,0,1,0,1
0,0,0,2489,0,1,0,1,0,0,1,0
0,0,0,739,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,370,0,0,1,0,0,1,1,0
0,0,0,785,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,2557,0,0,1,1,0,0,0,1
0,0,0,712,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,425,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,252,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,882,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,868,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,717,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,1206,0,0,1,0,0,1,0,1
0,1,0,2085,0,0,1,0,0,1,1,0
0,0,0,0,0,1,0,0,0,1,0,1
0,0,1,766,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,5256,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,58,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,629,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,737,0,0,1,1,0,0,1,0
0,0,0,7636,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,1314,0,0,1,0,0,1,0,1
0,0,0,2267,0,0,1,1,0,0,1,0
0,0,0,709,1,0,0,0,0,1,0,1
0,0,1,58,1,0,0,0,0,1,1,0
0,0,0,1972,1,0,0,0,0,1,0,1
1,0,0,0,0,1,0,0,0,1,1,0
0,0,0,606,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1525,1,0,0,0,0,1,1,0
0,0,0,119,1,0,0,0,0,1,1,0
0,0,0,20,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,970,1,0,0,0,0,1,1,0
0,0,0,3,1,0,0,1,0,0,1,0
1,0,0,2167,0,1,0,0,0,1,1,0
0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,398,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,791,1,0,0,0,0,1,1,0
0,0,0,39,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,2045,1,0,0,0,0,1,0,1
0,0,0,149,1,0,0,0,0,1,1,0
0,0,0,758,0,0,1,0,0,1,0,1
0,0,0,729,1,0,0,0,0,1,1,0
0,0,0,153,1,0,0,0,0,1,0,1
0,0,0,5001,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,1,0,0,1
0,0,1,42,0,0,1,0,0,1,0,1
0,0,1,796,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,987,1,0,0,0,0,1,0,1
0,0,0,477,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,8,1,0,0,0,0,1,1,0
0,1,0,13845,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,552,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,1,0
0,0,0,1129,0,0,1,0,0,1,1,0
0,0,0,2280,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
0,0,1,623,1,0,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,0,1
0,0,1,1483,0,1,0,1,0,0,0,1
0,0,1,584,1,0,0,0,1,0,1,0
0,0,0,144,1,0,0,0,0,1,1,0
0,0,0,1556,1,0,0,0,1,0,1,0
0,0,1,882,1,0,0,0,0,1,0,1
0,0,0,485,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,375,0,1,0,1,0,0,0,1
0,0,1,168,1,0,0,1,0,0,1,0
0,0,0,2857,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,625,1,0,0,0,0,1,0,1
0,0,1,71,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,1,0,494,0,0,1,0,1,0,0,1
0,0,0,866,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,1,0
0,0,0,3675,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,133,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,1,327,0,0,1,1,0,0,0,1
0,0,1,69,0,1,0,0,0,1,0,1
0,0,0,873,1,0,0,0,0,1,0,1
0,0,0,1205,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,128,0,0,1,0,0,1,0,1
0,0,1,923,1,0,0,0,0,1,0,1
0,0,0,565,1,0,0,0,0,1,1,0
0,0,1,53,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,981,0,0,1,0,0,1,0,1
0,0,0,3718,0,1,0,0,0,1,1,0
0,0,0,28,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,761,1,0,0,0,0,1,1,0
0,0,1,756,1,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,2487,0,1,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,756,1,0,0,0,0,1,0,1
0,0,0,336,1,0,0,0,0,1,1,0
0,0,0,101,1,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,486,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,971,1,0,0,0,0,1,1,0
0,0,0,4689,0,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,952,1,0,0,0,1,0,0,1
0,0,0,609,1,0,0,0,0,1,0,1
0,0,1,42,1,0,0,0,0,1,0,1
0,0,0,53,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,2910,1,0,0,1,0,0,0,1
0,0,0,804,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,1032,0,0,1,0,0,1,0,1
0,0,0,1234,1,0,0,1,0,0,1,0
0,0,0,199,1,0,0,0,1,0,0,1
0,0,0,770,0,1,0,0,1,0,0,1
0,0,0,808,1,0,0,0,0,1,1,0
0,0,0,885,1,0,0,0,0,1,1,0
0,0,0,884,1,0,0,0,1,0,0,1
0,0,0,443,1,0,0,0,0,1,1,0
0,0,1,19,1,0,0,0,1,0,0,1
0,0,1,1082,0,1,0,1,0,0,0,1
0,0,0,120,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,646,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,202,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,56,1,0,0,0,0,1,1,0
0,0,0,1709,0,0,1,0,0,1,0,1
1,0,1,248,0,1,0,1,0,0,0,1
0,1,1,0,0,0,1,0,0,1,1,0
0,0,0,3117,0,1,0,0,0,1,0,1
0,0,0,2859,1,0,0,0,0,1,0,1
0,0,1,671,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,463,1,0,0,0,0,1,0,1
0,0,0,687,1,0,0,1,0,0,0,1
0,1,1,3,0,1,0,0,0,1,0,1
0,0,0,593,1,0,0,0,0,1,1,0
0,0,0,857,1,0,0,0,0,1,0,1
0,0,0,348,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,3854,0,1,0,0,0,1,0,1
0,0,1,112,0,1,0,1,0,0,0,1
0,0,1,339,1,0,0,0,1,0,0,1
0,0,0,2025,0,1,0,1,0,0,1,0
0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,28600,0,1,0,0,0,1,1,0
0,0,0,95,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,16059,0,1,0,1,0,0,1,0
0,0,1,226,1,0,0,0,0,1,0,1
0,0,1,4741,0,1,0,1,0,0,0,1
0,0,0,888,1,0,0,0,0,1,1,0
0,0,0,672,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,766,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,0,2766,1,0,0,0,0,1,1,0
0,0,0,700,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,1051,1,0,0,0,0,1,0,1
0,0,0,46,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,2477,0,1,0,0,0,1,0,1
0,0,0,756,1,0,0,0,0,1,1,0
1,0,0,1776,1,0,0,0,0,1,1,0
0,0,0,259,1,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,1
0,1,0,2361,0,1,0,1,0,0,1,0
0,0,0,776,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,501,0,0,1,0,0,1,0,1
0,0,0,678,1,0,0,0,0,1,0,1
0,0,0,1059,0,0,1,0,1,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,1,12,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,3026,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,419,0,0,1,0,0,1,1,0
0,0,0,3573,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,1,0,1
0,0,1,624,1,0,0,0,0,1,0,1
0,0,1,801,0,1,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,324,1,0,0,0,0,1,1,0
0,0,0,791,1,0,0,0,0,1,0,1
0,0,0,5080,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,560,1,0,0,0,0,1,1,0
0,0,0,44,1,0,0,1,0,0,0,1
0,0,0,695,0,0,1,0,0,1,0,1
0,0,0,809,0,0,1,0,1,0,1,0
0,0,0,3780,0,1,0,0,0,1,0,1
0,0,0,1292,1,0,0,1,0,0,1,0
0,0,1,1485,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,353,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,283,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,49,0,0,1,0,0,1,1,0
0,0,1,31,1,0,0,0,0,1,1,0
0,1,1,3348,0,1,0,1,0,0,0,1
0,0,0,1043,0,0,1,1,0,0,1,0
0,0,0,1656,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,2414,0,0,1,0,0,1,0,1
0,0,0,0,0,0,1,0,0,1,1,0
0,0,0,3555,0,1,0,0,0,1,1,0
0,0,1,14,1,0,0,0,0,1,0,1
0,0,1,235,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,1,0,49,0,0,1,0,1,0,1,0
0,0,0,275,1,0,0,0,1,0,1,0
